i,j,x,y
288,9,1374,269
288,10,1661,436
288,11,1576,275
288,12,1493,296
288,13,1473,351
288,14,1692,457
288,15,1529,404
288,16,1519,499
288,17,1567,553
288,18,1700,506
288,19,1527,548
288,20,1524,616
288,21,1573,643
289,1,1842,754
289,2,1668,731
289,3,1547,641
289,4,1458,584
289,5,1395,547
289,6,1593,461
289,7,1495,367
289,8,1401,325
289,9,1333,311
289,10,1646,442
289,11,1583,288
289,12,1494,276
289,13,1459,314
289,14,1674,464
289,15,1513,394
289,16,1456,480
289,17,1466,545
289,18,1683,512
289,19,1513,549
289,20,1483,622
289,21,1509,666
290,1,1841,750
290,2,1668,729
290,3,1554,648
290,4,1468,600
290,5,1403,572
290,6,1606,459
290,7,1523,353
290,8,1420,333
290,9,1346,350
290,10,1648,442
290,11,1584,281
290,12,1489,277
290,13,1448,319
290,14,1671,466
290,15,1517,386
290,16,1431,463
290,17,1411,531
290,18,1675,513
290,19,1515,545
290,20,1458,616
290,21,1453,664
291,1,1838,742
291,2,1662,722
291,3,1560,639
291,4,1488,583
291,5,1441,543
291,6,1616,467
291,7,1545,340
291,8,1451,338
291,9,1400,383
291,10,1652,450
291,11,1576,273
291,12,1471,272
291,13,1427,323
291,14,1669,474
291,15,1504,382
291,16,1414,450
291,17,1387,518
291,18,1666,525
291,19,1500,549
291,20,1436,609
291,21,1416,655
292,1,1843,744
292,2,1665,724
292,3,1549,638
292,4,1467,580
292,5,1395,544
292,6,1611,462
292,7,1540,336
292,8,1451,318
292,9,1384,343
292,10,1652,447
292,11,1586,283
292,12,1479,261
292,13,1403,283
292,14,1674,474
292,15,1515,386
292,16,1404,423
292,17,1338,474
292,18,1673,535
292,19,1512,547
292,20,1428,593
292,21,1378,635
293,1,1846,741
293,2,1672,729
293,3,1556,650
293,4,1471,602
293,5,1403,570
293,6,1618,463
293,7,1541,331
293,8,1447,326
293,9,1384,366
293,10,1656,447
293,11,1593,269
293,12,1482,243
293,13,1402,262
293,14,1676,478
293,15,1519,388
293,16,1406,427
293,17,1334,476
293,18,1674,543
293,19,1510,557
293,20,1422,600
293,21,1364,637
294,1,1847,739
294,2,1663,725
294,3,1550,643
294,4,1462,588
294,5,1380,560
294,6,1629,458
294,7,1557,320
294,8,1476,270
294,9,1409,258
294,10,1665,446
294,11,1610,264
294,12,1505,211
294,13,1418,199
294,14,1682,479
294,15,1529,379
294,16,1400,395
294,17,1311,424
294,18,1672,549
294,19,1512,538
294,20,1411,563
294,21,1342,585
295,1,1846,735
295,2,1660,729
295,3,1555,650
295,4,1472,595
295,5,1389,564
295,6,1626,461
295,7,1558,316
295,8,1478,255
295,9,1408,225
295,10,1658,450
295,11,1598,267
295,12,1494,205
295,13,1410,178
295,14,1669,487
295,15,1518,380
295,16,1386,368
295,17,1295,373
295,18,1650,560
295,19,1499,536
295,20,1405,547
295,21,1341,560
296,1,1841,746
296,2,1646,727
296,3,1537,651
296,4,1450,605
296,5,1360,577
296,6,1618,467
296,7,1547,314
296,8,1467,244
296,9,1392,199
296,10,1651,463
296,11,1574,288
296,12,1467,220
296,13,1377,187
296,14,1665,507
296,15,1521,389
296,16,1404,362
296,17,1321,353
296,18,1646,585
296,19,1518,546
296,20,1430,528
296,21,1362,510
297,1,1841,746
297,2,1646,727
297,3,1537,651
297,4,1450,605
297,5,1360,577
297,6,1618,467
297,7,1547,314
297,8,1467,244
297,9,1392,199
297,10,1651,463
297,11,1574,288
297,12,1467,220
297,13,1377,187
297,14,1665,507
297,15,1521,389
297,16,1404,362
297,17,1321,353
297,18,1646,585
297,19,1518,546
297,20,1430,528
297,21,1362,510
298,1,1830,764
298,2,1649,750
298,3,1539,668
298,4,1452,623
298,5,1362,596
298,6,1614,479
298,7,1538,333
298,8,1455,265
298,9,1378,215
298,10,1636,477
298,11,1518,309
298,12,1419,246
298,13,1337,197
298,14,1640,520
298,15,1484,378
298,16,1388,318
298,17,1314,263
298,18,1615,596
298,19,1502,527
298,20,1428,478
298,21,1367,418
299,1,1820,775
299,2,1645,753
299,3,1539,670
299,4,1454,623
299,5,1366,587
299,6,1615,485
299,7,1530,343
299,8,1450,277
299,9,1375,227
299,10,1635,480
299,11,1510,312
299,12,1411,252
299,13,1335,206
299,14,1635,519
299,15,1482,373
299,16,1387,311
299,17,1318,256
299,18,1606,590
299,19,1493,514
299,20,1418,463
299,21,1359,403
300,1,1817,781
300,2,1642,753
300,3,1539,671
300,4,1458,621
300,5,1380,574
300,6,1618,478
300,7,1521,351
300,8,1433,297
300,9,1356,256
300,10,1637,473
300,11,1507,308
300,12,1401,254
300,13,1321,216
300,14,1634,512
300,15,1482,376
300,16,1381,321
300,17,1309,273
300,18,1602,583
300,19,1487,513
300,20,1412,464
300,21,1354,406
301,1,1807,778
301,2,1626,746
301,3,1524,662
301,4,1447,609
301,5,1379,568
301,6,1618,460
301,7,1511,353
301,8,1418,305
301,9,1338,267
301,10,1641,461
301,11,1499,314
301,12,1394,269
301,13,1313,239
301,14,1641,505
301,15,1482,386
301,16,1380,334
301,17,1305,289
301,18,1610,581
301,19,1497,511
301,20,1422,466
301,21,1359,411
302,1,1804,780
302,2,1608,740
302,3,1509,648
302,4,1430,588
302,5,1362,541
302,6,1633,448
302,7,1510,356
302,8,1412,320
302,9,1328,292
302,10,1653,447
302,11,1499,316
302,12,1384,284
302,13,1293,265
302,14,1650,492
302,15,1479,388
302,16,1367,347
302,17,1284,312
302,18,1614,567
302,19,1486,506
302,20,1404,471
302,21,1340,431
303,1,1794,780
303,2,1601,738
303,3,1505,649
303,4,1427,581
303,5,1368,532
303,6,1647,445
303,7,1513,358
303,8,1410,336
303,9,1326,325
303,10,1666,440
303,11,1487,327
303,12,1370,305
303,13,1283,297
303,14,1662,476
303,15,1478,388
303,16,1363,356
303,17,1277,338
303,18,1629,544
303,19,1493,500
303,20,1409,476
303,21,1340,453
304,1,1794,802
304,2,1612,760
304,3,1515,659
304,4,1441,579
304,5,1382,516
304,6,1626,447
304,7,1496,372
304,8,1394,355
304,9,1314,347
304,10,1653,435
304,11,1469,348
304,12,1355,329
304,13,1269,317
304,14,1668,461
304,15,1474,390
304,16,1357,367
304,17,1264,349
304,18,1661,521
304,19,1516,487
304,20,1430,470
304,21,1359,455
305,1,1804,811
305,2,1633,776
305,3,1525,668
305,4,1453,588
305,5,1398,524
305,6,1577,477
305,7,1460,415
305,8,1363,399
305,9,1285,388
305,10,1615,454
305,11,1459,373
305,12,1353,358
305,13,1262,341
305,14,1654,466
305,15,1489,381
305,16,1375,367
305,17,1277,353
305,18,1679,510
305,19,1534,484
305,20,1446,468
305,21,1373,450
306,1,1798,817
306,2,1644,787
306,3,1521,675
306,4,1448,588
306,5,1385,517
306,6,1544,511
306,7,1434,457
306,8,1358,456
306,9,1297,453
306,10,1585,482
306,11,1444,415
306,12,1348,408
306,13,1260,397
306,14,1638,478
306,15,1485,397
306,16,1374,390
306,17,1274,382
306,18,1691,502
306,19,1560,494
306,20,1474,491
306,21,1401,483
307,1,1780,821
307,2,1638,792
307,3,1505,680
307,4,1436,588
307,5,1385,512
307,6,1519,539
307,7,1409,501
307,8,1393,547
307,9,1394,587
307,10,1567,500
307,11,1433,447
307,12,1349,455
307,13,1275,464
307,14,1630,488
307,15,1486,411
307,16,1369,410
307,17,1265,408
307,18,1696,503
307,19,1568,504
307,20,1478,518
307,21,1399,525
308,1,1763,826
308,2,1635,799
308,3,1498,697
308,4,1424,617
308,5,1367,558
308,6,1496,553
308,7,1393,500
308,8,1333,534
308,9,1291,581
308,10,1540,509
308,11,1407,442
308,12,1309,449
308,13,1230,471
308,14,1606,493
308,15,1464,429
308,16,1364,446
308,17,1281,470
308,18,1679,507
308,19,1551,525
308,20,1464,552
308,21,1393,575
309,1,1778,830
309,2,1637,812
309,3,1496,720
309,4,1420,643
309,5,1372,577
309,6,1480,571
309,7,1368,516
309,8,1298,532
309,9,1242,560
309,10,1529,527
309,11,1390,470
309,12,1300,484
309,13,1226,506
309,14,1599,507
309,15,1451,442
309,16,1354,467
309,17,1273,496
309,18,1678,515
309,19,1555,537
309,20,1471,572
309,21,1402,603
310,1,1766,842
310,2,1621,819
310,3,1483,731
310,4,1411,653
310,5,1372,577
310,6,1466,595
310,7,1360,543
310,8,1292,555
310,9,1234,580
310,10,1514,548
310,11,1385,492
310,12,1300,503
310,13,1225,521
310,14,1586,523
310,15,1447,458
310,16,1354,482
310,17,1272,510
310,18,1670,520
310,19,1558,540
310,20,1478,581
310,21,1411,618
311,1,1758,850
311,2,1620,823
311,3,1477,728
311,4,1402,649
311,5,1362,572
311,6,1480,593
311,7,1387,520
311,8,1317,532
311,9,1251,563
311,10,1530,554
311,11,1409,487
311,12,1327,504
311,13,1254,535
311,14,1598,531
311,15,1468,466
311,16,1384,505
311,17,1310,555
311,18,1678,523
311,19,1569,535
311,20,1501,591
311,21,1446,645
312,1,1770,849
312,2,1631,829
312,3,1486,742
312,4,1409,653
312,5,1388,575
312,6,1476,602
312,7,1385,547
312,8,1322,546
312,9,1252,553
312,10,1528,558
312,11,1409,499
312,12,1325,504
312,13,1242,524
312,14,1600,530
312,15,1486,494
312,16,1416,551
312,17,1354,611
312,18,1685,518
312,19,1581,532
312,20,1536,605
312,21,1504,675
313,1,1766,846
313,2,1639,834
313,3,1500,750
313,4,1427,663
313,5,1405,588
313,6,1482,617
313,7,1379,567
313,8,1311,560
313,9,1242,564
313,10,1532,568
313,11,1403,490
313,12,1316,486
313,13,1240,501
313,14,1604,536
313,15,1485,498
313,16,1432,580
313,17,1395,656
313,18,1688,520
313,19,1583,535
313,20,1548,619
313,21,1534,692
314,1,1780,840
314,2,1658,844
314,3,1518,774
314,4,1440,695
314,5,1399,626
314,6,1487,631
314,7,1380,578
314,8,1309,575
314,9,1239,585
314,10,1536,576
314,11,1410,485
314,12,1324,489
314,13,1252,511
314,14,1609,539
314,15,1486,493
314,16,1447,587
314,17,1425,668
314,18,1695,520
314,19,1590,541
314,20,1566,631
314,21,1565,704
315,1,1767,839
315,2,1629,825
315,3,1469,725
315,4,1368,636
315,5,1284,588
315,6,1488,615
315,7,1393,535
315,8,1325,547
315,9,1266,582
315,10,1543,568
315,11,1424,460
315,12,1350,496
315,13,1299,546
315,14,1618,536
315,15,1490,490
315,16,1487,598
315,17,1503,677
315,18,1711,515
315,19,1608,531
315,20,1604,624
315,21,1623,677
316,1,1782,835
316,2,1643,831
316,3,1483,737
316,4,1371,654
316,5,1281,608
316,6,1496,624
316,7,1398,566
316,8,1333,562
316,9,1285,579
316,10,1548,571
316,11,1432,450
316,12,1378,461
316,13,1357,497
316,14,1621,536
316,15,1493,481
316,16,1508,590
316,17,1545,668
316,18,1714,513
316,19,1612,525
316,20,1619,614
316,21,1651,666
317,1,1782,841
317,2,1639,835
317,3,1480,730
317,4,1371,642
317,5,1282,597
317,6,1497,615
317,7,1410,551
317,8,1357,551
317,9,1332,569
317,10,1548,563
317,11,1436,429
317,12,1388,452
317,13,1383,496
317,14,1619,532
317,15,1499,450
317,16,1510,558
317,17,1552,634
317,18,1708,515
317,19,1609,523
317,20,1626,608
317,21,1669,648
318,1,1777,839
318,2,1638,835
318,3,1474,726
318,4,1359,640
318,5,1269,594
318,6,1481,609
318,7,1393,533
318,8,1351,562
318,9,1343,609
318,10,1535,551
318,11,1439,404
318,12,1391,447
318,13,1391,500
318,14,1608,522
318,15,1494,422
318,16,1507,534
318,17,1553,602
318,18,1701,510
318,19,1598,515
318,20,1622,602
318,21,1671,634
319,1,1781,838
319,2,1639,837
319,3,1473,735
319,4,1346,665
319,5,1248,646
319,6,1470,602
319,7,1371,508
319,8,1334,543
319,9,1345,602
319,10,1526,541
319,11,1442,378
319,12,1385,420
319,13,1390,479
319,14,1600,514
319,15,1489,403
319,16,1494,515
319,17,1539,583
319,18,1692,507
319,19,1588,514
319,20,1609,598
319,21,1660,625
320,1,1791,842
320,2,1646,841
320,3,1474,734
320,4,1341,673
320,5,1244,667
320,6,1478,592
320,7,1378,509
320,8,1338,535
320,9,1347,591
320,10,1530,534
320,11,1440,387
320,12,1376,418
320,13,1371,477
320,14,1600,510
320,15,1482,387
320,16,1476,488
320,17,1513,564
320,18,1683,503
320,19,1574,512
320,20,1595,590
320,21,1648,622
321,1,1793,834
321,2,1650,831
321,3,1480,742
321,4,1354,693
321,5,1259,685
321,6,1478,589
321,7,1376,500
321,8,1335,549
321,9,1348,612
321,10,1526,535
321,11,1418,391
321,12,1364,448
321,13,1376,523
321,14,1594,509
321,15,1469,385
321,16,1443,472
321,17,1470,540
321,18,1674,505
321,19,1552,505
321,20,1557,580
321,21,1605,617
322,1,1803,836
322,2,1658,833
322,3,1490,757
322,4,1371,720
322,5,1281,696
322,6,1501,583
322,7,1391,508
322,8,1343,559
322,9,1344,622
322,10,1540,535
322,11,1430,404
322,12,1357,431
322,13,1337,486
322,14,1601,510
322,15,1476,384
322,16,1419,437
322,17,1411,495
322,18,1669,506
322,19,1545,498
322,20,1522,568
322,21,1543,623
323,1,1804,836
323,2,1658,835
323,3,1492,765
323,4,1372,731
323,5,1279,720
323,6,1505,593
323,7,1397,514
323,8,1350,562
323,9,1345,620
323,10,1540,543
323,11,1424,423
323,12,1357,459
323,13,1335,522
323,14,1595,514
323,15,1467,387
323,16,1395,437
323,17,1367,503
323,18,1658,504
323,19,1531,492
323,20,1476,558
323,21,1456,616
324,1,1810,828
324,2,1646,821
324,3,1488,765
324,4,1373,747
324,5,1279,751
324,6,1506,586
324,7,1394,544
324,8,1331,597
324,9,1300,656
324,10,1534,543
324,11,1412,450
324,12,1318,456
324,13,1257,487
324,14,1585,521
324,15,1448,442
324,16,1353,507
324,17,1297,583
324,18,1642,516
324,19,1512,492
324,20,1436,542
324,21,1386,597
325,1,1804,819
325,2,1653,830
325,3,1492,778
325,4,1376,772
325,5,1280,782
325,6,1477,606
325,7,1347,590
325,8,1326,661
325,9,1337,727
325,10,1506,552
325,11,1376,469
325,12,1281,460
325,13,1206,464
325,14,1560,525
325,15,1428,423
325,16,1324,414
325,17,1240,417
325,18,1622,524
325,19,1505,467
325,20,1420,455
325,21,1345,451
326,1,1797,809
326,2,1651,833
326,3,1488,787
326,4,1367,788
326,5,1273,804
326,6,1465,615
326,7,1349,602
326,8,1322,674
326,9,1326,741
326,10,1480,559
326,11,1361,486
326,12,1266,467
326,13,1185,457
326,14,1527,526
326,15,1414,434
326,16,1323,396
326,17,1242,368
326,18,1584,516
326,19,1495,433
326,20,1421,392
326,21,1346,361
327,1,1789,814
327,2,1646,841
327,3,1486,798
327,4,1369,802
327,5,1278,819
327,6,1463,621
327,7,1349,615
327,8,1324,693
327,9,1328,760
327,10,1475,566
327,11,1356,498
327,12,1260,479
327,13,1180,469
327,14,1518,533
327,15,1410,444
327,16,1320,406
327,17,1242,379
327,18,1572,524
327,19,1489,440
327,20,1416,399
327,21,1344,369
328,1,1781,809
328,2,1645,837
328,3,1497,802
328,4,1383,808
328,5,1294,825
328,6,1467,629
328,7,1359,628
328,8,1330,702
328,9,1330,766
328,10,1473,577
328,11,1353,512
328,12,1258,496
328,13,1178,488
328,14,1509,544
328,15,1396,458
328,16,1307,420
328,17,1230,392
328,18,1554,532
328,19,1466,450
328,20,1395,409
328,21,1325,376
329,1,1775,816
329,2,1638,839
329,3,1495,796
329,4,1389,788
329,5,1300,801
329,6,1474,631
329,7,1368,636
329,8,1319,705
329,9,1296,769
329,10,1480,583
329,11,1363,514
329,12,1268,496
329,13,1184,488
329,14,1512,552
329,15,1398,462
329,16,1305,423
329,17,1225,398
329,18,1551,541
329,19,1460,458
329,20,1384,418
329,21,1311,392
330,1,1765,812
330,2,1639,837
330,3,1496,798
330,4,1391,786
330,5,1304,804
330,6,1478,632
330,7,1375,647
330,8,1317,706
330,9,1282,766
330,10,1486,581
330,11,1372,491
330,12,1276,467
330,13,1192,462
330,14,1516,554
330,15,1405,447
330,16,1307,412
330,17,1225,402
330,18,1551,551
330,19,1452,465
330,20,1377,432
330,21,1307,423
331,1,1766,814
331,2,1636,838
331,3,1498,797
331,4,1396,783
331,5,1306,795
331,6,1492,627
331,7,1383,638
331,8,1311,687
331,9,1268,743
331,10,1501,576
331,11,1376,484
331,12,1272,472
331,13,1193,488
331,14,1527,553
331,15,1405,447
331,16,1297,434
331,17,1216,449
331,18,1547,559
331,19,1430,500
331,20,1343,486
331,21,1265,493
332,1,1773,810
332,2,1641,825
332,3,1508,777
332,4,1410,769
332,5,1324,776
332,6,1502,600
332,7,1383,566
332,8,1296,590
332,9,1239,634
332,10,1511,563
332,11,1383,456
332,12,1282,454
332,13,1208,486
332,14,1531,553
332,15,1397,456
332,16,1289,464
332,17,1210,500
332,18,1544,569
332,19,1413,545
332,20,1322,560
332,21,1244,590
333,1,1775,809
333,2,1626,809
333,3,1494,752
333,4,1397,736
333,5,1309,727
333,6,1511,555
333,7,1404,473
333,8,1319,460
333,9,1247,465
333,10,1530,531
333,11,1412,405
333,12,1310,393
333,13,1227,413
333,14,1550,532
333,15,1398,482
333,16,1293,535
333,17,1217,598
333,18,1557,563
333,19,1417,571
333,20,1342,627
333,21,1288,687
334,1,1762,806
334,2,1599,800
334,3,1493,731
334,4,1419,694
334,5,1373,661
334,6,1518,526
334,7,1427,420
334,8,1339,407
334,9,1281,425
334,10,1535,506
334,11,1433,361
334,12,1322,358
334,13,1250,393
334,14,1551,519
334,15,1391,465
334,16,1303,532
334,17,1260,603
334,18,1554,563
334,19,1413,579
334,20,1362,641
334,21,1345,700
335,1,1752,805
335,2,1580,785
335,3,1466,715
335,4,1379,675
335,5,1315,654
335,6,1522,507
335,7,1445,394
335,8,1357,392
335,9,1313,434
335,10,1546,491
335,11,1466,337
335,12,1356,348
335,13,1303,399
335,14,1559,515
335,15,1402,457
335,16,1331,544
335,17,1316,620
335,18,1561,565
335,19,1420,592
335,20,1375,656
335,21,1369,702
336,1,1744,798
336,2,1566,774
336,3,1465,711
336,4,1380,673
336,5,1316,643
336,6,1524,505
336,7,1454,398
336,8,1369,420
336,9,1345,472
336,10,1549,489
336,11,1460,335
336,12,1364,360
336,13,1348,417
336,14,1557,517
336,15,1389,463
336,16,1356,556
336,17,1389,619
336,18,1556,571
336,19,1398,603
336,20,1391,671
336,21,1437,706
337,1,1738,802
337,2,1579,784
337,3,1476,719
337,4,1390,678
337,5,1313,647
337,6,1515,522
337,7,1420,418
337,8,1323,406
337,9,1272,426
337,10,1553,504
337,11,1466,344
337,12,1377,358
337,13,1353,415
337,14,1569,532
337,15,1402,492
337,16,1383,577
337,17,1422,635
337,18,1568,588
337,19,1411,626
337,20,1409,690
337,21,1453,725
338,1,1758,799
338,2,1591,778
338,3,1478,705
338,4,1390,665
338,5,1323,632
338,6,1516,521
338,7,1406,398
338,8,1309,355
338,9,1236,335
338,10,1548,509
338,11,1448,351
338,12,1358,381
338,13,1328,442
338,14,1556,545
338,15,1377,527
338,16,1369,623
338,17,1409,666
338,18,1554,616
338,19,1398,679
338,20,1407,740
338,21,1458,751
339,1,1758,799
339,2,1591,778
339,3,1478,705
339,4,1390,665
339,5,1323,632
339,6,1516,521
339,7,1406,398
339,8,1309,355
339,9,1236,335
339,10,1548,509
339,11,1448,351
339,12,1358,381
339,13,1328,442
339,14,1556,545
339,15,1377,527
339,16,1369,623
339,17,1409,666
339,18,1554,616
339,19,1398,679
339,20,1407,740
339,21,1458,751
340,1,1774,774
340,2,1672,684
340,3,1547,620
340,4,1432,614
340,5,1349,631
340,6,1548,508
340,7,1451,377
340,8,1384,308
340,9,1335,249
340,10,1540,521
340,11,1368,429
340,12,1289,463
340,13,1268,508
340,14,1525,574
340,15,1348,616
340,16,1364,681
340,17,1414,703
340,18,1513,648
340,19,1414,732
340,20,1448,773
340,21,1499,771
341,1,1760,766
341,2,1680,655
341,3,1565,582
341,4,1460,564
341,5,1381,580
341,6,1536,495
341,7,1444,367
341,8,1378,300
341,9,1333,243
341,10,1518,515
341,11,1321,461
341,12,1267,531
341,13,1275,592
341,14,1503,575
341,15,1343,644
341,16,1364,704
341,17,1414,714
341,18,1495,651
341,19,1410,749
341,20,1451,786
341,21,1500,775
342,1,1764,767
342,2,1687,654
342,3,1575,585
342,4,1470,570
342,5,1391,582
342,6,1538,499
342,7,1446,365
342,8,1377,298
342,9,1332,240
342,10,1522,517
342,11,1313,475
342,12,1276,554
342,13,1305,616
342,14,1509,574
342,15,1353,658
342,16,1381,716
342,17,1437,720
342,18,1501,646
342,19,1421,749
342,20,1464,785
342,21,1512,772
343,1,1769,765
343,2,1690,658
343,3,1578,592
343,4,1470,583
343,5,1391,600
343,6,1544,493
343,7,1452,363
343,8,1382,298
343,9,1333,240
343,10,1531,509
343,11,1319,501
343,12,1304,582
343,13,1346,631
343,14,1518,564
343,15,1362,658
343,16,1398,710
343,17,1453,707
343,18,1506,632
343,19,1423,738
343,20,1466,776
343,21,1510,763
344,1,1767,763
344,2,1682,664
344,3,1568,593
344,4,1468,574
344,5,1395,589
344,6,1546,488
344,7,1448,363
344,8,1368,306
344,9,1308,257
344,10,1542,498
344,11,1338,492
344,12,1328,574
344,13,1370,624
344,14,1533,551
344,15,1376,642
344,16,1410,702
344,17,1463,705
344,18,1521,620
344,19,1427,729
344,20,1459,777
344,21,1496,774
345,1,1771,758
345,2,1683,681
345,3,1573,605
345,4,1480,575
345,5,1411,579
345,6,1555,474
345,7,1435,375
345,8,1342,338
345,9,1272,310
345,10,1559,485
345,11,1355,470
345,12,1349,546
345,13,1391,592
345,14,1558,533
345,15,1382,609
345,16,1418,673
345,17,1474,676
345,18,1552,602
345,19,1445,701
345,20,1482,748
345,21,1530,740
346,1,1777,775
346,2,1620,753
346,3,1526,679
346,4,1458,636
346,5,1424,613
346,6,1555,499
346,7,1405,458
346,8,1314,443
346,9,1251,434
346,10,1574,484
346,11,1389,409
346,12,1290,407
346,13,1237,411
346,14,1586,515
346,15,1392,554
346,16,1424,628
346,17,1476,638
346,18,1590,581
346,19,1448,659
346,20,1479,710
346,21,1528,715
347,1,1758,786
347,2,1591,755
347,3,1493,671
347,4,1429,609
347,5,1380,570
347,6,1538,492
347,7,1402,410
347,8,1376,489
347,9,1405,536
347,10,1575,476
347,11,1395,398
347,12,1376,493
347,13,1424,537
347,14,1607,499
347,15,1412,475
347,16,1416,568
347,17,1471,593
347,18,1624,559
347,19,1466,586
347,20,1469,645
347,21,1520,654
348,1,1749,795
348,2,1575,767
348,3,1478,677
348,4,1423,616
348,5,1367,567
348,6,1509,508
348,7,1390,425
348,8,1312,498
348,9,1289,571
348,10,1557,489
348,11,1403,392
348,12,1327,487
348,13,1326,553
348,14,1601,502
348,15,1440,409
348,16,1395,513
348,17,1421,579
348,18,1629,547
348,19,1479,517
348,20,1441,582
348,21,1471,618
349,1,1729,809
349,2,1582,792
349,3,1471,715
349,4,1406,659
349,5,1364,603
349,6,1492,559
349,7,1396,466
349,8,1317,538
349,9,1318,607
349,10,1522,532
349,11,1437,365
349,12,1345,430
349,13,1344,495
349,14,1561,528
349,15,1493,355
349,16,1401,426
349,17,1397,494
349,18,1600,545
349,19,1527,443
349,20,1457,491
349,21,1454,549
350,1,1728,829
350,2,1588,812
350,3,1474,732
350,4,1408,673
350,5,1357,621
350,6,1481,577
350,7,1377,531
350,8,1305,586
350,9,1296,650
350,10,1511,536
350,11,1454,391
350,12,1357,408
350,13,1323,462
350,14,1553,525
350,15,1527,364
350,16,1430,383
350,17,1393,430
350,18,1596,541
350,19,1566,425
350,20,1488,432
350,21,1448,473
351,1,1724,825
351,2,1580,806
351,3,1472,732
351,4,1406,688
351,5,1345,651
351,6,1459,570
351,7,1358,543
351,8,1295,605
351,9,1283,675
351,10,1488,534
351,11,1422,397
351,12,1322,413
351,13,1274,467
351,14,1528,529
351,15,1505,369
351,16,1403,374
351,17,1345,414
351,18,1571,553
351,19,1556,429
351,20,1472,414
351,21,1410,440
352,1,1729,826
352,2,1585,814
352,3,1480,738
352,4,1412,694
352,5,1343,659
352,6,1454,573
352,7,1345,551
352,8,1288,603
352,9,1266,672
352,10,1481,538
352,11,1418,398
352,12,1320,380
352,13,1242,404
352,14,1519,537
352,15,1486,384
352,16,1388,359
352,17,1310,372
352,18,1554,567
352,19,1535,448
352,20,1466,405
352,21,1401,395
353,1,1736,824
353,2,1588,810
353,3,1484,739
353,4,1408,700
353,5,1332,663
353,6,1463,577
353,7,1356,549
353,8,1301,607
353,9,1274,676
353,10,1485,549
353,11,1406,418
353,12,1316,370
353,13,1236,344
353,14,1520,552
353,15,1453,413
353,16,1374,351
353,17,1304,308
353,18,1552,580
353,19,1514,476
353,20,1462,409
353,21,1409,354
354,1,1746,821
354,2,1596,805
354,3,1487,728
354,4,1402,692
354,5,1326,663
354,6,1485,562
354,7,1378,528
354,8,1312,581
354,9,1275,650
354,10,1505,540
354,11,1419,403
354,12,1328,343
354,13,1255,306
354,14,1534,552
354,15,1454,406
354,16,1378,336
354,17,1314,281
354,18,1556,582
354,19,1504,482
354,20,1458,415
354,21,1412,352
